id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,iata_code
4650,03N,small_airport,Utirik Airport,11.222,169.852005,4.0,OC,MH,MH-UTI,Utirik Island,UTK
6924,07FA,small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8.0,,US,US-FL,Key Largo,OCA
7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305.0,,US,US-AK,Pilot Station,PQS
7139,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980.0,,US,US-CO,Crested Butte,CSE
7545,0TE7,small_airport,LBJ Ranch Airport,30.251800537100003,-98.6224975586,1515.0,,US,US-TX,Johnson City,JCY
7866,13Z,seaplane_base,Loring Seaplane Base,55.601299,-131.636993,,,US,US-AK,Loring,WLR
7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12.0,,US,US-AK,Nunapitchuk,NUP
7994,16K,seaplane_base,Port Alice Seaplane Base,55.803,-133.597,0.0,,US,US-AK,Port Alice,PTC
8126,19AK,small_airport,Icy Bay Airport,59.966269,-141.660118,50.0,,US,US-AK,Icy Bay,ICY
8159,19P,seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,0.0,,US,US-AK,Port Protection,PPV
8383,1KC,small_airport,Kalakaket Creek AS Airport,64.4166256967,-156.820392609,1598.0,,US,US-AK,Kalakaket Creek,KKK
8566,1O6,small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,3258.0,,US,US-CA,Dunsmuir,MHS
8753,1XA2,small_airport,Chase Field Industrial Airport,28.362444,-97.661917,190.0,,US,US-TX,Beeville,NIR
8774,1Z1,small_airport,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,4100.0,,US,US-AZ,Littlefield,GCT
8775,1Z9,seaplane_base,Ellamar Seaplane Base,60.893818,-146.704038,0.0,,US,US-AK,Ellamar,ELW
9287,2AK,small_airport,Lime Village Airport,61.3591003418,-155.440002441,552.0,,US,US-AK,Lime Village,LVD
9294,2AK6,small_airport,Hog River Airport,66.2161026,-155.6690063,534.0,,US,US-AK,Hogatza,HGZ
20770,2IG4,small_airport,Ed-Air Airport,38.851782,-87.49987,426.0,,US,US-IN,Oaktown,OTN
9485,2K5,small_airport,Telida Airport,63.393901824951,-153.26899719238,650.0,,US,US-AK,Telida,TLF
9776,2TE0,small_airport,Eagle Air Park,28.982200622559,-95.579696655273,15.0,,US,US-TX,Brazoria,BZT
9902,2Z1,seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,0.0,,US,US-AK,Entrance Island,HBH
9906,2Z6,seaplane_base,False Island Seaplane Base,57.5321998596,-135.212997437,,,US,US-AK,False Island,FAK
10309,38WA,small_airport,Blakely Island Airport,48.578998565700005,-122.825996399,66.0,,US,US-WA,Blakely Island,BYW
10366,3AK5,small_airport,Drift River Airport,60.5889015198,-152.162002563,30.0,,US,US-AK,Kenai,DRF
10532,3IS8,small_airport,Rinkenberger Restricted Landing Area,41.2308998108,-89.61569976810001,808.0,,US,US-IL,Bradford,BDF
10856,3VS,small_airport,Roy Otten Memorial Airfield,38.427799224854,-92.875198364258,1030.0,,US,US-MO,Versailles,VRS
10905,3Z8,seaplane_base,Golden Horn Lodge Seaplane Base,59.7470016479,-158.875,91.0,,US,US-AK,Golden Horn Lodge,GDH
11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17.0,,US,US-AK,Atmautluak,ATT
11320,4AK,small_airport,Livengood Camp Airport,65.467,-148.6534,425.0,,US,US-AK,Livengood,LIV
11485,4K0,small_airport,Pedro Bay Airport,59.7896003723,-154.12399292,45.0,,US,US-AK,Pedro Bay,PDB
11487,4K5,small_airport,Ouzinkie Airport,57.942094,-152.464314,55.0,,US,US-AK,Ouzinkie,KOZ
11488,4KA,small_airport,Tununak Airport,60.575500488281,-165.27200317383,14.0,,US,US-AK,Tununak,TNK
11820,4Z7,seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,,,US,US-AK,Hyder,WHD
11900,51Z,small_airport,Minto Al Wright Airport,65.1437,-149.369995,460.0,,US,US-AK,Minto,MNT
12114,57A,seaplane_base,Tokeen Seaplane Base,55.9370994568,-133.32699585,,,US,US-AK,Tokeen,TKI
12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66.0,,US,US-AK,Aleknagik,WKK
12429,5KE,seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,,,US,US-AK,Ketchikan,WFB
12560,5NK,small_airport,Naknek Airport,58.735633,-157.02216,70.0,,US,US-AK,Naknek,NNK
12764,5Z9,seaplane_base,Lake Brooks Seaplane Base,58.554798126221,-155.77699279785,36.0,,US,US-AK,Katmai National Park,BKF
12995,65LA,small_airport,Southern Seaplane Airport,29.866078,-90.021608,,,US,US-LA,Belle Chasse,BCS
13208,6CA3,heliport,Catalina Air-Sea Terminal Heliport,33.7491989136,-118.275001526,5.0,,US,US-CA,San Pedro,SPQ
13405,6N5,heliport,East 34th Street Heliport,40.74259948730469,-73.97209930419922,10.0,,US,US-NY,New York,TSS
13407,6N7,seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,,,US,US-NY,New York,QNY
13485,6OK6,small_airport,Earl Henry Airport,36.7958984375,-97.3170013428,1054.0,,US,US-OK,Blackwell,BWL
13974,78K,seaplane_base,Yes Bay Lodge Seaplane Base,55.9163017273,-131.800994873,,,US,US-AK,Yes Bay,WYB
13997,78WA,small_airport,Center Island Airport,48.4901008606,-122.832000732,115.0,,US,US-WA,Center Island,CWS
14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62.0,,US,US-AK,Tatitlek,TEK
14270,7NC2,small_airport,Pine Island Airport,36.2535018921,-75.7884979248,16.0,,US,US-NC,Corolla,DUF
14453,7WA5,small_airport,Stuart Island Airpark,48.673379,-123.175439,10.0,,US,US-WA,Friday Harbor,SSW
14559,82CL,small_airport,Fort Bragg Airport,39.472445,-123.795319,71.0,,US,US-CA,Fort Bragg,FOB
14620,83Q,seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.734001159668,-122.64700317383,0.0,,US,US-WA,Poulsbo,PUL
14633,84CL,heliport,Century City Heliport,34.060798645,-118.417999268,473.0,,US,US-CA,Los Angeles,CCD
14642,84K,seaplane_base,Meyers Chuck Seaplane Base,55.7396011353,-132.255004883,0.0,,US,US-AK,Meyers Chuck,WMK
19113,89NY,small_airport,Maxson Airfield,44.312002,-75.90034,340.0,,US,US-NY,Alexandria Bay,AXB
15267,8XS8,small_airport,Reese Airpark,33.590301513672,-102.03700256348,3338.0,,US,US-TX,Lubbock,REE
15300,90WA,small_airport,Waldron Airstrip,48.7118,-123.017998,140.0,,US,US-WA,Eastsound,WDN
15514,96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,0.0,,US,US-AK,Whale Pass,WWP
15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244.0,,US,US-AK,Chuathbaluk,CHU
15641,9A8,small_airport,Ugashik Airport,57.523476,-157.396344,25.0,,US,US-AK,Ugashik,UGS
15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,0.0,,US,US-PA,Essington,PSQ
16069,9Z8,small_airport,Levelock Airport,59.12606,-156.860906,39.0,,US,US-AK,Levelock,KLL
16074,A23,seaplane_base,Saginaw Seaplane Base,56.8862991333,-134.158004761,0.0,,US,US-AK,Saginaw Bay,SGW
16082,A61,small_airport,Tuntutuliak Airport,60.3353004456,-162.667007446,16.0,,US,US-AK,Tuntutuliak,WTL
16083,A63,small_airport,Twin Hills Airport,59.07559967041,-160.27299499512,82.0,,US,US-AK,Twin Hills,TWA
16089,A79,small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,50.0,,US,US-AK,Chignik Lake,KCQ
324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001.0,AF,SO,SO-GA,Adado,AAD
301645,ABP,small_airport,Atkamba Airport,-6.06462,141.095173,150.0,OC,PG,PG-WPD,Atkamba Mission,ABP
41025,ACM,small_airport,Arica Airport,-2.144851,-71.758389,316.0,,CO,CO-AMA,Arica,ACM
301695,ADC,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600.0,OC,PG,PG-EHG,Andekombe,ADC
309426,ADV,small_airport,El Daein Airport,11.4023,26.1186,1560.0,AF,SD,SD-DE,El Daein,ADV
313546,AE-0006,seaplane_base,Jebel Ali Seaplane Base,24.988967,55.023796,0.0,AS,AE,AE-DU,Jebel Ali,DJH
300307,AEE,small_airport,Adareil Airport,10.053611,32.959444,1301.0,AF,SS,SS-23,Adar,AEE
299319,AEK,small_airport,Aseki Airport,-7.35080485552,146.19386673,4106.0,OC,PG,PG-MPL,Aseki,AEK
330359,AEQ,small_airport,Ar Horqin Airport,43.87042,120.15958,1335.0,AS,CN,CN-15,Chifeng,AEQ
332240,AF-0005,medium_airport,Khost International Airport,33.284605,69.80734,4204.0,AS,AF,AF-KHO,Khost,KHT
35364,AF10,small_airport,Orūzgān Airport,32.9029998779,66.630897522,6725.0,AS,AF,AF-ORU,Orūzgān,URZ
35365,AF11,small_airport,Salerno Airport,33.3638,69.9561,3780.0,AS,AF,AF-KHO,Khost,OLR
309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95.0,AS,LK,LK-5,Ampara,AFK
301665,AFR,small_airport,Afore Airstrip,-9.14222222222,148.390833333,2500.0,OC,PG,PG-NPP,,AFR
301649,AGAF,small_airport,Afutara Aerodrome,-9.19138888889,160.948611111,23.0,OC,SB,SB-ML,Bila,AFT
302290,AGAR,small_airport,Ulawa Airport,-9.86054358262,161.979546547,40.0,OC,SB,SB-MK,Arona,RNA
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,ATD
32570,AGBA,small_airport,Barakoma Airport,-7.912779808044434,156.70599365234375,,OC,SB,SB-WE,Barakoma,VEV
31524,AGEV,small_airport,Geva Airport,-7.575829982757568,156.5970001220703,,OC,SB,SB-WE,Liangia,GEF
301650,AGG,small_airport,Angoram Airport,-4.05583333333,144.073888889,75.0,OC,PG,PG-ESW,Angoram,AGG
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5.0,OC,SB,SB-ML,Auki,AKS
302047,AGGB,small_airport,Bellona/Anua Airport,-11.3022222222,159.798333333,60.0,OC,SB,SB-RB,Anua,BNY
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,CHY
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5.0,OC,SB,SB-WE,Ballalae,BAS
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,FRE
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28.0,OC,SB,SB-GU,Honiara,HIR
31885,AGGI,small_airport,Babanakira Airport,-9.7475004196167,159.83900451660156,,OC,SB,SB-GU,Mbambanakira,MBU
301837,AGGJ,small_airport,Avu Avu Airport,-9.86833333333,160.410555556,25.0,OC,SB,SB-GU,,AVU
31686,AGGK,small_airport,Ngorangora Airport,-10.4497003555,161.897994995,54.0,OC,SB,SB-MK,Kirakira,IRA
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18.0,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,SCZ
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10.0,OC,SB,SB-WE,Munda,MUA
31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13.0,OC,SB,SB-WE,Gizo,GZO
31932,AGGO,small_airport,Mono Airport,-7.416940212249756,155.56500244140625,,OC,SB,SB-WE,Stirling Island,MNY
32174,AGGP,small_airport,Parasi Airport,-9.64167022705078,161.4250030517578,,OC,SB,SB-ML,Parasi,PRS
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.533900260925291,160.06300354003906,,OC,SB,SB-RB,Rennell Island,RNL
30989,AGGS,small_airport,Sege Airport,-8.578889846801758,157.87600708007812,,OC,SB,SB-WE,Sege,EGM
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3.0,OC,SB,SB-MK,Santa Ana Island,NNB
32238,AGGU,small_airport,Marau Airport,-9.86166954041,160.824996948,,OC,SB,SB-GU,Marau,RUS
32564,AGGV,small_airport,Suavanao Airport,-7.585559844970703,158.7310028076172,,OC,SB,SB-IS,Suavanao,VAO
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60.0,OC,SB,SB-CE,Yandina,XYA
301651,AGK,small_airport,Kagua Airport,-6.396388888890001,143.853611111,5350.0,OC,PG,PG-SHM,Kagua,AGK
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30.0,OC,SB,SB-CH,Kagau Island,KGE
310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32.0,OC,SB,SB-WE,Kolombangara Island,KUE
308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52.0,OC,SB,SB-ML,Kwailabesi,KWS
301652,AGL,small_airport,Wanigela Airport,-9.3375,149.155555556,53.0,OC,PG,PG-NPP,,AGL
310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60.0,OC,SB,SB-MK,Star Harbor,NAZ
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70.0,OC,SB,SB-WE,Gatokae,GTA
32211,AGRC,small_airport,Ringi Cove Airport,-8.12639045715332,157.14300537109375,,OC,SB,SB-WE,Ringi Cove,RIN
35170,AGRM,small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,,OC,SB,SB-WE,Ramata,RBV
306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.149166667,3.0,OC,SB,SB-CE,Tulaghi Island,TLG
314491,AGY,small_airport,Argyle Downs Airport,-16.508604,128.922485,407.0,OC,AU,AU-WA,Argyle Downs,AGY
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600.0,AS,CN,CN-51,Ngawa (Hongyuan),AHJ
299324,AHY,small_airport,Ambatolhy Airport,-20.0158333333,45.535,340.0,AF,MG,MG-U,Ambatolahy,AHY
46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350.0,OC,PG,PG-MPM,Aiome,AIE
301654,AIH,small_airport,Aiambak Airport,-7.342777777779999,141.2675,90.0,OC,PG,PG-WPD,Aiambak,AIH
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16.0,OC,MH,MH-ALL,Bigatyelang Island,AIC
16108,AK13,small_airport,Chena Hot Springs Airport,65.0518035889,-146.04699707,1195.0,,US,US-AK,Chena Hot Springs,CEX
16120,AK26,small_airport,Solomon State Field,64.5605,-164.4457,25.0,,US,US-AK,Solomon,SOL
16125,AK33,small_airport,Herendeen Bay Airport,55.801399231,-160.899002075,20.0,,US,US-AK,Herendeen Bay,HED
16141,AK49,small_airport,Taylor Airport,65.6792984009,-164.798995972,440.0,,US,US-AK,Taylor,TWE
16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,304.0,,US,US-AK,Tikchik,KTH
16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,0.0,,US,US-AK,Tuxekan Island,NKI
16165,AK71,small_airport,Point Lonely Short Range Radar Site Airfield,70.911118,-153.237766,17.0,,US,US-AK,Point Lonely,LNI
16169,AK75,small_airport,Candle 2 Airport,65.907699585,-161.925994873,15.0,,US,US-AK,Candle,CDL
16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,,,US,US-AK,Amook Bay,AOS
16188,AK97,small_airport,Boswell Bay Airport,60.4230995178,-146.145996094,230.0,,US,US-AK,Boswell Bay,BSW
301754,AKM,small_airport,Zakuoma Airport,10.8902777778,19.8172222222,1370.0,AF,TD,TD-SA,ZaKouma,AKM
16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995018005,-154.248001099,,,US,US-AK,Lazy Bay,ALZ
45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71.0,,MX,MX-SON,Puerto Peñasco,PPE
301755,AME,small_airport,Alto Molocue Airport,-15.6102777778,37.6813888889,1950.0,AF,MZ,MZ-Q,Alto Molocue,AME
301676,AMF,small_airport,Ama Airport,-4.10111111111,141.67,145.0,OC,PG,PG-ESW,,AMF
301689,AMU,small_airport,Amanab Airport,-3.586,141.214333333,1307.0,OC,PG,PG-SAN,Amanab,AMU
301758,AMY,small_airport,Ambatomainty Airport,-17.6866666667,45.623888888900005,1025.0,AF,MG,MG-M,,AMY
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22.0,OC,NR,NR-14,Yaren District,INU
312361,ANZ,small_airport,Angus Downs Airport,-25.0325,132.2748,1724.0,OC,AU,AU-NT,Angus Downs Station,ANZ
35325,AO-0001,small_airport,Catoca Airport,-9.430985,20.311478,3498.0,AF,AO,AO-LSU,Saurimo,CTV
43971,AO-0005,small_airport,Andulo Airport,-11.4723,16.710899,,AF,AO,AO-BIE,Andulo,ANL
30840,AO-CNZ,small_airport,Cangamba Airport,-13.7106,19.861099,3894.0,AF,AO,AO-MOX,Cangamba,CNZ
43323,AO-DRC,small_airport,Dirico Airport,-17.981924057006836,20.7680606842041,3504.0,AF,AO,AO-CCU,Dirico,DRC
43322,AO-KNP,small_airport,Capanda Airport,-9.76937007904,15.4553194046,3366.0,AF,AO,AO-MAL,Capanda,KNP
43326,AO-NDF,small_airport,N'dalatando Airport,-9.280378,14.982432,2684.0,AF,AO,AO-CNO,N'dalatando,NDF
301705,AOB,small_airport,Annanberg Airport,-4.90416666667,144.635833333,130.0,OC,PG,PG-MPM,,AOB
312362,AOD,small_airport,Abou-Deïa Airport,11.4773,19.2874,1592.0,AF,TD,TD-SA,Abou-Deïa,AOD
301727,APP,small_airport,Asapa Airport,-8.97916666667,148.103611111,1930.0,OC,PG,PG-NPP,,APP
301706,APR,small_airport,April River Airport,-4.67666666667,142.540138889,220.0,OC,PG,PG-ESW,April River,APR
42221,AQ-0002,small_airport,Troll Airfield,-71.95714,2.45257,4167.0,AN,AQ,AQ-U-A,Troll Station,QET
16294,AQY,small_airport,Girdwood-Alyeska Airport,60.968774,-149.119792,150.0,,US,US-AK,Girdwood,AQY
35399,AR-0005,small_airport,Bragado Airport,-35.145811,-60.480294,196.0,SA,AR,AR-B,Bragado,QRF
35401,AR-0007,small_airport,Caleta Olivia Airport,-46.37428,-67.59409,37.0,SA,AR,AR-Z,Caleta Olivia,CVI
35403,AR-0009,small_airport,Charata Airport,-27.2164,-61.2103,318.0,SA,AR,AR-H,Charata,CNT
35404,AR-0010,small_airport,General Villegas Airport,-34.995728,-62.999725,383.0,SA,AR,AR-B,General Villegas,VGS
35405,AR-0011,small_airport,Los Menucos Airport,-40.817699,-68.074699,2571.0,SA,AR,AR-R,Los Menucos,LMD
35412,AR-0017,small_airport,Valcheta Airport,-40.7000007629,-66.1500015259,629.0,SA,AR,AR-R,Valcheta,VCF
39021,AR-0346,small_airport,Sunchales Aeroclub Airport,-30.9575,-61.5283,299.0,SA,AR,AR-S,Sunchales,NCJ
42812,AR-0390,small_airport,Carmen de Patagones Airport,-40.7781,-62.9803,131.0,SA,AR,AR-B,Carmen de Patagones,CPG
42884,AR-0462,small_airport,Termal Airport,-26.753611,-60.492222,308.0,SA,AR,AR-H,Presidencia Roque Sáenz Peña,PRQ
46645,AR-0494,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877.0,SA,AR,AR-U,Sarmiento,OLN
301707,ARP,small_airport,Aragip Airport,-9.88333333333,149.483333333,1750.0,OC,PG,PG-MBA,,ARP
301732,ASZ,small_airport,Asirim Airport,-6.009722222220001,150.368611111,1050.0,OC,PG,PG-WBK,,ASZ
301834,ATN,small_airport,Namatanai Airport,-3.6695,152.438,150.0,OC,PG,PG-NIK,Namatanai,ATN
301672,ATP,small_airport,Aitape Airport,-3.14361111111,142.346805556,10.0,OC,PG,PG-SAN,Aitape,ATP
313838,AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,20.0,OC,AU,AU-QLD,Lady Elliot Island,LYT
354527,AU-0456,small_airport,Gruyere Airport,-28.034548,123.81506,1542.0,OC,AU,AU-WA,Cosmo Newbery,GYZ
354528,AU-0457,small_airport,Karara Airport,-29.217223,116.687154,1011.0,OC,AU,AU-WA,Karara,KQR
30622,AU-AGW,small_airport,Agnew Airport,-12.1456,142.149369,160.0,OC,AU,AU-QLD,Agnew,AGW
30666,AU-AYD,small_airport,Alroy Downs Airport,-19.2908,136.078995,711.0,OC,AU,AU-NT,Alroy Downs,AYD
30808,AU-BYX,small_airport,Baniyala Airport,-13.1981,136.227005,20.0,OC,AU,AU-NT,Baniyala,BYX
30841,AU-COB,small_airport,Coolibah Airport,-15.548299789428713,130.96200561523438,,OC,AU,AU-NT,Coolibah,COB
30851,AU-CRJ,small_airport,Coorabie Airport,-31.894399642944336,132.29600524902344,,OC,AU,AU-SA,Coorabie,CRJ
30853,AU-CRY,small_airport,Carlton Hill Airport,-15.50189971923828,128.53399658203125,,OC,AU,AU-WA,Carlton Hill,CRY
30855,AU-CSD,small_airport,Cresswell Downs Airport,-17.947999954223633,135.91600036621094,,OC,AU,AU-NT,Cresswell Downs,CSD
30959,AU-DYM,small_airport,Diamantina Lakes Airport,-23.761699676513672,141.14500427246094,,OC,AU,AU-QLD,Diamantina Lakes,DYM
35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.059999465942383,148.88099670410156,,OC,AU,AU-QLD,Hayman Island,HIS
31606,AU-HLV,small_airport,Helenvale Airport,-15.685799598693848,145.21499633789062,,OC,AU,AU-QLD,Helenvale,HLV
31723,AU-KBD,small_airport,Kimberley Downs Airport,-17.39780044555664,124.3550033569336,,OC,AU,AU-WA,Kimberley Downs,KBD
31745,AU-KGR,small_airport,Kulgera Airport,-25.8428,133.292007,,OC,AU,AU-NT,Ghan,KGR
31995,AU-MYO,small_airport,Camballin Airport,-18.12470054626465,124.27200317382812,,OC,AU,AU-WA,Myroodah,MYO
32109,AU-OKB,small_airport,Orchid Beach Airport,-24.959400177002,153.31500244141,71.0,OC,AU,AU-QLD,Orchid Beach,OKB
32152,AU-PEP,small_airport,Peppimenarti Airport,-14.1442,130.091003,83.0,OC,AU,AU-NT,Peppimenarti,PEP
32201,AU-RDA,small_airport,Rockhampton Downs Airport,-18.95330047607422,135.2010040283203,,OC,AU,AU-NT,Rockhampton Downs,RDA
32384,AU-SSK,small_airport,Sturt Creek Airport,-19.166400909423828,128.1739959716797,,OC,AU,AU-WA,Sturt Creek,SSK
32401,AU-SWB,small_airport,Shaw River Airport,-21.510299682617188,119.36199951171876,,OC,AU,AU-WA,Shaw River,SWB
32474,AU-TPR,small_airport,Tom Price Airport,-22.746000289900003,117.869003296,2300.0,OC,AU,AU-WA,Tom Price,TPR
32486,AU-TWP,small_airport,Torwood Airport,-17.363300323486328,143.75,,OC,AU,AU-QLD,Torwood,TWP
32752,AU-ZVG,small_airport,Springvale Airport,-17.78689956665039,127.66999816894533,,OC,AU,AU-WA,Springvale,ZVG
301735,AUI,small_airport,Aua Island Airport,-1.46055555556,143.064722222,4.0,OC,PG,PG-MRL,Aua Island,AUI
301693,AUJ,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50.0,OC,PG,PG-ESW,Ambunti,AUJ
301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200.0,OC,PG,PG-MBA,,AUP
301737,AUV,small_airport,Aumo Airport,-5.731111111110001,148.445277778,450.0,OC,PG,PG-WBK,Aumo,AUV
301838,AWE,small_airport,Alowe Airport,-0.545,9.444,600.0,AF,GA,GA-3,Wonga Wongué Presidential Reserve,AWE
314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,AXF
352222,AXO,small_airport,Pantar Kabir Airport,-8.244832,124.219108,18.0,AS,ID,ID-NT,Kabir,AXO
307980,AYAQ,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100.0,OC,PG,PG-EPW,,KPM
53,AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,11.0,OC,PG,PG-NSB,Buka Island,BUA
311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900.0,OC,PG,PG-MPL,Biaru,BRP
54,AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,4974.0,OC,PG,PG-CPK,Kundiawa,CMU
313962,AYDK,small_airport,Munduku Airport,-4.6204,143.4516,100.0,OC,PG,PG-ESW,Munduku,MDM
311717,AYDL,small_airport,Kondobol Airport,-8.5336,142.5049,132.0,OC,PG,PG-WPD,Kondobol,KPF
311110,AYDN,small_airport,Dinangat Airport,-6.1546,146.6772,5309.0,OC,PG,PG-MPL,Dinangat,DNU
311116,AYDO,small_airport,Doini Airport,-10.7009,150.7218,31.0,OC,PG,PG-MBA,Castori Islets,DOI
55,AYDU,medium_airport,Daru Airport,-9.08675956726,143.207992554,20.0,OC,PG,PG-WPD,Daru,DAU
311135,AYEB,small_airport,Embessa Airport,-9.447,148.7628,131.0,OC,PG,PG-NPP,Embessa,EMS
308012,AYED,small_airport,Edwaki Airport,-3.883986,141.792234,190.0,OC,PG,PG-SAN,Yellow River Mission,XYR
311132,AYEL,small_airport,Eliptamin Airport,-5.0412,141.6779,4825.0,OC,PG,PG-SAN,Eliptamin,EPT
311202,AYEN,small_airport,Engati Airstrip,-6.9179,146.1053,3715.0,OC,PG,PG-MPL,Engati,EGA
311200,AYEO,small_airport,Emo River Airstrip,-9.1234,148.0415,2240.0,OC,PG,PG-NPP,Emo Mission,EMO
311205,AYER,small_airport,Erume Airport,-8.2538,146.9747,6690.0,OC,PG,PG-CPM,Erume,ERU
313974,AYES,small_airport,Meselia Airport,-6.1364,149.1183,180.0,OC,PG,PG-WBK,Demgulu,MFZ
311370,AYFE,small_airport,Feramin Airport,-5.208,141.6988,4655.0,OC,PG,PG-SAN,Feramin,FRQ
307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217.0,OC,PG,PG-ESW,Frieda River,FAQ
311384,AYFU,small_airport,Fuma Airport,-6.3933,142.4408,466.0,OC,PG,PG-WPD,Fuma,FUM
56,AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,5282.0,OC,PG,PG-EHG,Goronka,GKA
311430,AYGF,small_airport,Guari Airport,-8.1286,146.8722,6450.0,OC,PG,PG-CPM,Guari,GUG
308005,AYGG,small_airport,Garasa Airport,-7.980713,147.213461,2539.0,OC,PG,PG-MPL,Au,GRL
57,AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,88.0,OC,PG,PG-MBA,Gurney,GUR
307709,AYGP,small_airport,Gusap Airport,-6.053196,145.959047,1504.0,OC,PG,PG-MPL,Gusap,GAP
58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,PNP
311386,AYGS,small_airport,Gasuke Airport,-6.1028,141.7393,157.0,OC,PG,PG-WPD,Gasuke,GBC
311468,AYHB,small_airport,Habi Airport,-6.32,142.4893,993.0,OC,PG,PG-WPD,Habi,HBD
311487,AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480.0,OC,PG,PG-MPL,Heiweni,HNI
312918,AYHH,small_airport,Honinabi Airport,-6.2457,142.1771,452.0,OC,PG,PG-WPD,Honinabi,HNN
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66.0,OC,PG,PG-WBK,Kimbe,HKN
